call_id,actor_id,partner_id,speech_activity_actor,speech_activity_partner,tfo_actor,tfo_partner,overlap_actor,overlap_partner,pauses_actor,pauses_partner,my_turn_length_actor,my_turn_length_partner,your_turn_length_actor,your_turn_length_partner,conv_length_actor,conv_length_partner,turn_overlap_gap_actor,turn_overlap_gap_partner,topic_diversity_actor,topic_diversity_partner,speak_quickly_actor,speak_quickly_partner,you_total_talk_time_actor,you_total_talk_time_partner,how_enjoyable_actor,how_enjoyable_partner,conversationalist_actor,conversationalist_partner,conv_leader_actor,conv_leader_partner,i_like_you_actor,i_like_you_partner,you_like_me_actor,you_like_me_partner,in_common_actor,in_common_partner,smiles_actor,smiles_partner,laughter_actor,laughter_partner,questions_actor,questions_partner,nods_actor,nods_partner,verbal_feedback_actor,verbal_feedback_partner,you_are_intelligent_actor,you_are_quickwitted_actor,you_are_competent_actor,you_are_kind_actor,you_are_friendly_actor,you_are_warm_actor,you_are_humble_actor,you_are_giving_actor,you_are_fair_actor,you_are_trustworthy_actor,you_are_agreeable_actor,you_are_playful_actor,you_are_polite_actor,you_are_intelligent_partner,you_are_quickwitted_partner,you_are_competent_partner,you_are_kind_partner,you_are_friendly_partner,you_are_warm_partner,you_are_humble_partner,you_are_giving_partner,you_are_fair_partner,you_are_trustworthy_partner,you_are_agreeable_partner,you_are_playful_partner,you_are_polite_partner,i_disclosed_actor,i_disclosed_partner,you_disclosed_actor,you_disclosed_partner,i_am_good_listener_actor,i_am_good_listener_partner,you_are_good_listener_actor,you_are_good_listener_partner
95d7d1a0-eeca-4eda-9b1d-9e72edd0c560,59d5126df35ff40001914d8e,5deb1865986140241391d84a,0.368,0.357,0.171,0.308,0.04,0.039,0.192,0.321,5.0,5.0,5.0,5.0,30.0,25.0,4.0,5.0,4.0,5.0,3.0,7.0,40.0,50.0,8.0,9.0,82.0,66.0,4.0,5.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,7.0,6.0,4.0,7.0,4.0,6.0,8.0,8.0,9.0,8.0,9.0,9.0,6.0,6.0,7.0,7.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,9.0,3.0,6.0,3.0,6.0,7.0,6.0,8.0,6.0
fd4d237f-c3fa-4775-a89e-0c905df65137,5be1ac50ca095c0001b9f717,5ec0a628aeb38236276f7d25,0.498,0.309,0.312,0.299,0.016,0.054,0.157,0.139,5.0,4.0,5.0,6.0,27.0,29.0,5.0,4.0,5.0,2.0,4.0,6.0,45.0,60.0,8.0,8.0,78.0,80.0,4.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,5.0,5.0,6.0,5.0,5.0,7.0,5.0,5.0,4.0,4.0,8.0,7.0,9.0,9.0,9.0,9.0,7.0,6.0,7.0,7.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,4.0,3.0,5.0,4.0,8.0,7.0,9.0,7.0
fd4d237f-c3fa-4775-a89e-0c905df65137,5ec0a628aeb38236276f7d25,5be1ac50ca095c0001b9f717,0.309,0.498,0.299,0.312,0.054,0.016,0.139,0.157,4.0,5.0,6.0,5.0,29.0,27.0,4.0,5.0,2.0,5.0,6.0,4.0,60.0,45.0,8.0,8.0,80.0,78.0,7.0,4.0,7.0,6.0,6.0,6.0,8.0,6.0,5.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,9.0,9.0,9.0,9.0,7.0,6.0,7.0,7.0,8.0,7.0,9.0,3.0,4.0,4.0,5.0,7.0,8.0,7.0,9.0
2b7760a2-c248-4ace-8313-919719349404,5f1f2873b203930cdcb8fa4d,5a693e48c0d8360001082fda,0.268,0.399,0.444,0.41,0.058,0.033,0.296,0.275,4.0,6.0,6.0,4.0,27.0,26.0,5.0,6.0,5.0,5.0,5.0,5.0,50.0,40.0,9.0,6.0,83.0,70.0,6.0,3.0,7.0,5.0,6.0,5.0,9.0,7.0,5.0,3.0,4.0,5.0,4.0,2.0,6.0,5.0,6.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,7.0
2b7760a2-c248-4ace-8313-919719349404,5a693e48c0d8360001082fda,5f1f2873b203930cdcb8fa4d,0.399,0.268,0.41,0.444,0.033,0.058,0.275,0.296,6.0,4.0,4.0,6.0,26.0,27.0,6.0,5.0,5.0,5.0,5.0,5.0,40.0,50.0,6.0,9.0,70.0,83.0,3.0,6.0,5.0,7.0,5.0,6.0,7.0,9.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,6.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,5.0,8.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0
6ff52c45-b861-472c-9ae1-10b11df3d881,5c989ea4c7f75b0001677fa8,5d961edc1b7e120012c4ca34,0.272,0.509,0.352,0.283,0.064,0.019,0.14,0.176,4.0,5.0,6.0,5.0,27.0,30.0,6.0,5.0,4.0,5.0,4.0,5.0,65.0,40.0,7.0,9.0,75.0,100.0,6.0,5.0,5.0,7.0,5.0,7.0,6.0,9.0,4.0,5.0,6.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,7.0,8.0,7.0,8.0,9.0,9.0,6.0,7.0,7.0,6.0,7.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,8.0,9.0,8.0,9.0,7.0,9.0
6ff52c45-b861-472c-9ae1-10b11df3d881,5d961edc1b7e120012c4ca34,5c989ea4c7f75b0001677fa8,0.509,0.272,0.283,0.352,0.019,0.064,0.176,0.14,5.0,4.0,5.0,6.0,30.0,27.0,5.0,6.0,5.0,4.0,5.0,4.0,40.0,65.0,9.0,7.0,100.0,75.0,5.0,6.0,7.0,5.0,7.0,5.0,9.0,6.0,5.0,4.0,5.0,6.0,5.0,3.0,5.0,3.0,5.0,4.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,7.0,8.0,9.0,9.0,6.0,7.0,7.0,6.0,7.0,8.0,9.0,9.0,6.0,9.0,8.0,9.0,8.0,9.0,7.0
5b2dd042-ebba-44b8-86ad-86e01c211e06,5c6babadec1fb80001c18bed,5f352e9b8ad4af48c58d8143,0.488,0.292,0.333,0.377,0.018,0.055,0.178,0.208,5.0,5.0,4.0,5.0,27.0,28.0,7.0,5.0,3.0,5.0,3.0,5.0,30.0,55.0,5.0,9.0,44.0,78.0,3.0,6.0,5.0,7.0,4.0,7.0,5.0,7.0,5.0,6.0,5.0,7.0,3.0,7.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,9.0,7.0,9.0,8.0,9.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,4.0,4.0,4.0,4.0,7.0,9.0,6.0,9.0
5b2dd042-ebba-44b8-86ad-86e01c211e06,5f352e9b8ad4af48c58d8143,5c6babadec1fb80001c18bed,0.292,0.488,0.377,0.333,0.055,0.018,0.208,0.178,5.0,5.0,5.0,4.0,28.0,27.0,5.0,7.0,5.0,3.0,5.0,3.0,55.0,30.0,9.0,5.0,78.0,44.0,6.0,3.0,7.0,5.0,7.0,4.0,7.0,5.0,6.0,5.0,7.0,5.0,7.0,3.0,4.0,5.0,4.0,4.0,9.0,7.0,9.0,8.0,9.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,4.0,4.0,4.0,4.0,9.0,7.0,9.0,6.0
8655398f-c876-4323-ad2a-2a3334ad9847,5d9a7b223dbc9e02ad435c90,5f3546fa1fe9184d7f649d65,0.406,0.37,0.274,0.221,0.022,0.039,0.172,0.18,8.0,6.0,5.0,5.0,30.0,30.0,4.0,5.0,5.0,4.0,3.0,3.0,30.0,42.0,8.0,8.0,70.0,81.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,6.0,6.0,3.0,4.0,5.0,5.0,6.0,4.0,5.0,3.0,6.0,8.0,5.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,9.0,6.0,9.0,8.0,5.0,7.0,6.0,8.0,9.0,4.0,9.0,3.0,3.0,3.0,3.0,6.0,9.0,7.0,9.0
8655398f-c876-4323-ad2a-2a3334ad9847,5f3546fa1fe9184d7f649d65,5d9a7b223dbc9e02ad435c90,0.37,0.406,0.221,0.274,0.039,0.022,0.18,0.172,6.0,8.0,5.0,5.0,30.0,30.0,5.0,4.0,4.0,5.0,3.0,3.0,42.0,30.0,8.0,8.0,81.0,70.0,6.0,5.0,6.0,6.0,5.0,4.0,6.0,3.0,3.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,3.0,8.0,7.0,9.0,6.0,9.0,8.0,5.0,7.0,6.0,8.0,9.0,4.0,9.0,8.0,5.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,3.0,3.0,3.0,3.0,9.0,6.0,9.0,7.0
0cfc4a5e-dc61-4f61-8f8c-81c977e2f4dc,5b4d15c23d01bd0001ec4018,5c91c693765dad0016f8495c,0.326,0.389,0.374,0.43,0.018,0.032,0.252,0.204,1.0,5.0,5.0,5.0,30.0,32.0,6.0,5.0,5.0,5.0,5.0,5.0,65.0,50.0,7.0,8.0,80.0,92.0,1.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,1.0,5.0,1.0,7.0,1.0,7.0,1.0,3.0,1.0,5.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,5.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,3.0,5.0,6.0,5.0,7.0,9.0,6.0,9.0
0cfc4a5e-dc61-4f61-8f8c-81c977e2f4dc,5c91c693765dad0016f8495c,5b4d15c23d01bd0001ec4018,0.389,0.326,0.43,0.374,0.032,0.018,0.204,0.252,5.0,1.0,5.0,5.0,32.0,30.0,5.0,6.0,5.0,5.0,5.0,5.0,50.0,65.0,8.0,7.0,92.0,80.0,6.0,1.0,7.0,6.0,7.0,6.0,8.0,7.0,5.0,1.0,7.0,1.0,7.0,1.0,3.0,1.0,5.0,1.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,5.0,9.0,5.0,3.0,5.0,6.0,9.0,7.0,9.0,6.0
5e184765-66fa-4a74-9c68-410aafe76be4,5dd324424524e7334967690d,5c47febdc41b2a000183b95a,0.3,0.351,0.775,0.712,0.023,0.032,0.247,0.259,5.0,5.0,5.0,5.0,38.0,32.0,4.0,6.0,5.0,5.0,5.0,4.0,45.0,45.0,8.0,9.0,85.0,82.0,5.0,6.0,7.0,7.0,6.0,6.0,9.0,8.0,5.0,5.0,5.0,6.0,5.0,7.0,4.0,3.0,5.0,3.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,5.0,7.0,5.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,4.0,8.0,6.0,7.0,6.0,6.0,9.0,7.0,9.0,8.0
5e184765-66fa-4a74-9c68-410aafe76be4,5c47febdc41b2a000183b95a,5dd324424524e7334967690d,0.351,0.3,0.712,0.775,0.032,0.023,0.259,0.247,5.0,5.0,5.0,5.0,32.0,38.0,6.0,4.0,5.0,5.0,4.0,5.0,45.0,45.0,9.0,8.0,82.0,85.0,6.0,5.0,7.0,7.0,6.0,6.0,8.0,9.0,5.0,5.0,6.0,5.0,7.0,5.0,3.0,4.0,3.0,5.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,4.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,5.0,7.0,5.0,9.0,7.0,6.0,6.0,6.0,7.0,9.0,8.0,9.0
2f72249c-39e1-4aab-a942-200e3ae2424c,5ed98dc98d52355330659711,5e7fbf90e06daa01664bc717,0.465,0.344,0.149,0.277,0.046,0.062,0.187,0.132,5.0,3.0,5.0,7.0,30.0,31.0,5.0,4.0,1.0,3.0,1.0,3.0,50.0,75.0,8.0,7.0,90.0,93.0,5.0,9.0,7.0,6.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,3.0,1.0,7.0,5.0,3.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,5.0,7.0,5.0,6.0,9.0,8.0,9.0,8.0
2f72249c-39e1-4aab-a942-200e3ae2424c,5e7fbf90e06daa01664bc717,5ed98dc98d52355330659711,0.344,0.465,0.277,0.149,0.062,0.046,0.132,0.187,3.0,5.0,7.0,5.0,31.0,30.0,4.0,5.0,3.0,1.0,3.0,1.0,75.0,50.0,7.0,8.0,93.0,90.0,9.0,5.0,6.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0,3.0,5.0,7.0,1.0,3.0,5.0,5.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,5.0,6.0,5.0,8.0,9.0,8.0,9.0
96932864-9299-4c8d-87d0-1e45b16052d3,5ee3c8f2eca1a2085413c9d5,5d3515c39ce6590017010766,0.443,0.352,0.305,0.23,0.056,0.033,0.231,0.109,5.0,5.0,5.0,5.0,28.0,26.0,5.0,5.0,4.0,5.0,6.0,3.0,45.0,60.0,8.0,9.0,91.0,80.0,7.0,2.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,2.0,5.0,8.0,2.0,4.0,5.0,5.0,5.0,9.0,7.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,8.0,7.0,8.0,7.0,9.0,7.0,9.0
96932864-9299-4c8d-87d0-1e45b16052d3,5d3515c39ce6590017010766,5ee3c8f2eca1a2085413c9d5,0.352,0.443,0.23,0.305,0.033,0.056,0.109,0.231,5.0,5.0,5.0,5.0,26.0,28.0,5.0,5.0,5.0,4.0,3.0,6.0,60.0,45.0,9.0,8.0,80.0,91.0,2.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0,5.0,5.0,2.0,2.0,8.0,5.0,4.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,9.0,7.0,9.0,7.0
265c90a1-79ba-4956-888d-7f27ecb76424,5ed5e0276122c5175e4509d0,5ef4f98e50dc6b12b6476d5d,0.317,0.467,0.232,0.186,0.048,0.031,0.198,0.188,5.0,5.0,5.0,5.0,25.0,26.0,4.0,4.0,5.0,5.0,4.0,2.0,50.0,40.0,7.0,8.0,65.0,100.0,5.0,7.0,5.0,7.0,5.0,6.0,4.0,3.0,4.0,5.0,4.0,4.0,7.0,5.0,4.0,9.0,4.0,8.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,9.0,8.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,7.0,9.0,7.0,7.0,7.0,6.0,6.0,9.0,7.0,9.0
265c90a1-79ba-4956-888d-7f27ecb76424,5ef4f98e50dc6b12b6476d5d,5ed5e0276122c5175e4509d0,0.467,0.317,0.186,0.232,0.031,0.048,0.188,0.198,5.0,5.0,5.0,5.0,26.0,25.0,4.0,4.0,5.0,5.0,2.0,4.0,40.0,50.0,8.0,7.0,100.0,65.0,7.0,5.0,7.0,5.0,6.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,7.0,9.0,4.0,8.0,4.0,9.0,8.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,7.0,9.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,7.0,6.0,7.0,9.0,6.0,9.0,7.0
e1c0b893-4287-48cb-9a81-29e2a5361f61,5f053720c017078437e04818,5ef0b9fefb4e033ed8364c10,0.45,0.421,0.211,0.112,0.058,0.11,0.154,0.086,6.0,5.0,4.0,5.0,28.0,28.0,4.0,5.0,7.0,5.0,4.0,6.0,40.0,55.0,7.0,7.0,34.0,84.0,2.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,1.0,6.0,5.0,3.0,6.0,5.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,8.0,9.0,5.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0,8.0,7.0
e1c0b893-4287-48cb-9a81-29e2a5361f61,5ef0b9fefb4e033ed8364c10,5f053720c017078437e04818,0.421,0.45,0.112,0.211,0.11,0.058,0.086,0.154,5.0,6.0,5.0,4.0,28.0,28.0,5.0,4.0,5.0,7.0,6.0,4.0,55.0,40.0,7.0,7.0,84.0,34.0,6.0,2.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,6.0,1.0,3.0,5.0,5.0,6.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,8.0,9.0,5.0,8.0,6.0,4.0,6.0,4.0,7.0,7.0,7.0,8.0
ac019252-e608-4383-a8bf-fb8be5877cfe,5d42eb0db3dfc40018ab2c36,5d06b3a3ae1dc1000167e533,0.304,0.399,0.455,0.527,0.051,0.061,0.269,0.207,5.0,5.0,5.0,5.0,30.0,34.0,5.0,4.0,5.0,5.0,6.0,1.0,60.0,40.0,9.0,9.0,91.0,85.0,4.0,6.0,7.0,7.0,6.0,5.0,8.0,7.0,8.0,4.0,7.0,3.0,3.0,8.0,3.0,5.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0
ac019252-e608-4383-a8bf-fb8be5877cfe,5d06b3a3ae1dc1000167e533,5d42eb0db3dfc40018ab2c36,0.399,0.304,0.527,0.455,0.061,0.051,0.207,0.269,5.0,5.0,5.0,5.0,34.0,30.0,4.0,5.0,5.0,5.0,1.0,6.0,40.0,60.0,9.0,9.0,85.0,91.0,6.0,4.0,7.0,7.0,5.0,6.0,7.0,8.0,4.0,8.0,3.0,7.0,8.0,3.0,5.0,3.0,3.0,3.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0
aac586ad-6f72-49c6-86e6-f978e928d1e5,57656f6c2bfddf000125cce5,587418895c17910001ea4e75,0.313,0.348,0.554,0.566,0.02,0.01,0.299,0.266,5.0,7.0,5.0,4.0,28.0,30.0,5.0,4.0,4.0,5.0,5.0,2.0,54.0,35.0,8.0,7.0,78.0,55.0,6.0,3.0,6.0,5.0,6.0,4.0,7.0,6.0,4.0,3.0,5.0,3.0,6.0,3.0,5.0,4.0,5.0,4.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,3.0,4.0,5.0,4.0,8.0,6.0,8.0,7.0
aac586ad-6f72-49c6-86e6-f978e928d1e5,587418895c17910001ea4e75,57656f6c2bfddf000125cce5,0.348,0.313,0.566,0.554,0.01,0.02,0.266,0.299,7.0,5.0,4.0,5.0,30.0,28.0,4.0,5.0,5.0,4.0,2.0,5.0,35.0,54.0,7.0,8.0,55.0,78.0,3.0,6.0,5.0,6.0,4.0,6.0,6.0,7.0,3.0,4.0,3.0,5.0,3.0,6.0,4.0,5.0,4.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,3.0,4.0,5.0,6.0,8.0,7.0,8.0
19378a93-9f81-49c0-8433-674ea8bfdda6,5ea8bd7dde405c135b36267b,5e2a2246ff519c000a305892,0.451,0.294,0.222,0.388,0.023,0.037,0.276,0.16,8.0,5.0,5.0,5.0,28.0,25.0,5.0,6.0,5.0,5.0,3.0,5.0,30.0,55.0,9.0,7.0,100.0,82.0,7.0,5.0,7.0,6.0,7.0,6.0,9.0,8.0,5.0,2.0,5.0,5.0,9.0,4.0,5.0,1.0,5.0,5.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,6.0,8.0,6.0,8.0,8.0,4.0,9.0,7.0,6.0,5.0,7.0,6.0,8.0,9.0,8.0
19378a93-9f81-49c0-8433-674ea8bfdda6,5e2a2246ff519c000a305892,5ea8bd7dde405c135b36267b,0.294,0.451,0.388,0.222,0.037,0.023,0.16,0.276,5.0,8.0,5.0,5.0,25.0,28.0,6.0,5.0,5.0,5.0,5.0,3.0,55.0,30.0,7.0,9.0,82.0,100.0,5.0,7.0,6.0,7.0,6.0,7.0,8.0,9.0,2.0,5.0,5.0,5.0,4.0,9.0,1.0,5.0,5.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,6.0,8.0,6.0,8.0,8.0,4.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,6.0,7.0,7.0,5.0,8.0,6.0,8.0,9.0
efbec81d-6a75-41ee-9f81-c50235743ec4,5ec81134ac7d6b2b9ac51453,5cb60f1eefd4130001bbfdb7,0.577,0.218,0.096,0.345,0.079,0.113,0.207,0.103,5.0,5.0,5.0,5.0,29.0,28.0,5.0,5.0,5.0,5.0,5.0,5.0,50.0,45.0,9.0,9.0,77.0,100.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,9.0,3.0,9.0,3.0,9.0,5.0,5.0,5.0,5.0,5.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,7.0,5.0,9.0,9.0,9.0,9.0
efbec81d-6a75-41ee-9f81-c50235743ec4,5cb60f1eefd4130001bbfdb7,5ec81134ac7d6b2b9ac51453,0.218,0.577,0.345,0.096,0.113,0.079,0.103,0.207,5.0,5.0,5.0,5.0,28.0,29.0,5.0,5.0,5.0,5.0,5.0,5.0,45.0,50.0,9.0,9.0,100.0,77.0,5.0,5.0,7.0,7.0,7.0,7.0,9.0,5.0,9.0,3.0,9.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0
798a58fb-2c59-486b-8fef-1da18e38771a,5f1e9b5ffe1f70029559f24c,5bdc94f819b9ba000157da85,0.175,0.605,0.26,0.218,0.121,0.018,0.203,0.2,3.0,7.0,7.0,4.0,26.0,28.0,5.0,5.0,5.0,5.0,3.0,1.0,75.0,30.0,6.0,9.0,40.0,80.0,4.0,2.0,5.0,7.0,5.0,4.0,4.0,7.0,2.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,5.0,7.0,9.0,9.0,9.0,8.0,9.0,9.0,5.0,5.0,5.0,5.0,8.0,8.0,9.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,8.0
798a58fb-2c59-486b-8fef-1da18e38771a,5bdc94f819b9ba000157da85,5f1e9b5ffe1f70029559f24c,0.605,0.175,0.218,0.26,0.018,0.121,0.2,0.203,7.0,3.0,4.0,7.0,28.0,26.0,5.0,5.0,5.0,5.0,1.0,3.0,30.0,75.0,9.0,6.0,80.0,40.0,2.0,4.0,7.0,5.0,4.0,5.0,7.0,4.0,5.0,2.0,5.0,4.0,3.0,1.0,5.0,1.0,5.0,5.0,9.0,9.0,9.0,8.0,9.0,9.0,5.0,5.0,5.0,5.0,8.0,8.0,9.0,6.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,5.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,8.0,6.0
734e3ae5-349c-4c7c-9d8a-eb08b0513e2a,5f60d31390a8c1044e775b18,5f8f590a06d17e1aafb3e50d,0.407,0.34,0.235,0.189,0.035,0.152,0.257,0.206,5.0,4.0,5.0,6.0,29.0,27.0,4.0,4.0,4.0,4.0,5.0,4.0,45.0,65.0,6.0,6.0,42.0,45.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0,5.0,3.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,5.0,4.0,7.0,7.0,7.0,7.0
734e3ae5-349c-4c7c-9d8a-eb08b0513e2a,5f8f590a06d17e1aafb3e50d,5f60d31390a8c1044e775b18,0.34,0.407,0.189,0.235,0.152,0.035,0.206,0.257,4.0,5.0,6.0,5.0,27.0,29.0,4.0,4.0,4.0,4.0,4.0,5.0,65.0,45.0,6.0,6.0,45.0,42.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,3.0,5.0,6.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,5.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0
