call_id,actor_id,partner_id,speech_activity_actor,speech_activity_partner,tfo_actor,tfo_partner,overlap_actor,overlap_partner,pauses_actor,pauses_partner,my_turn_length_actor,my_turn_length_partner,your_turn_length_actor,your_turn_length_partner,conv_length_actor,conv_length_partner,turn_overlap_gap_actor,turn_overlap_gap_partner,topic_diversity_actor,topic_diversity_partner,speak_quickly_actor,speak_quickly_partner,you_total_talk_time_actor,you_total_talk_time_partner,how_enjoyable_actor,how_enjoyable_partner,conversationalist_actor,conversationalist_partner,conv_leader_actor,conv_leader_partner,i_like_you_actor,i_like_you_partner,you_like_me_actor,you_like_me_partner,in_common_actor,in_common_partner,smiles_actor,smiles_partner,laughter_actor,laughter_partner,questions_actor,questions_partner,nods_actor,nods_partner,verbal_feedback_actor,verbal_feedback_partner,you_are_intelligent_actor,you_are_quickwitted_actor,you_are_competent_actor,you_are_kind_actor,you_are_friendly_actor,you_are_warm_actor,you_are_humble_actor,you_are_giving_actor,you_are_fair_actor,you_are_trustworthy_actor,you_are_agreeable_actor,you_are_playful_actor,you_are_polite_actor,you_are_intelligent_partner,you_are_quickwitted_partner,you_are_competent_partner,you_are_kind_partner,you_are_friendly_partner,you_are_warm_partner,you_are_humble_partner,you_are_giving_partner,you_are_fair_partner,you_are_trustworthy_partner,you_are_agreeable_partner,you_are_playful_partner,you_are_polite_partner,i_disclosed_actor,i_disclosed_partner,you_disclosed_actor,you_disclosed_partner,i_am_good_listener_actor,i_am_good_listener_partner,you_are_good_listener_actor,you_are_good_listener_partner
343fdcb2-0edf-4eda-938a-17bb3e937c18,5dcfe5ec41fb3f0de0080f1a,5f26bac88dfa6b4245d86e2d,0.334,0.336,0.512,0.341,0.065,0.095,0.239,0.276,5.0,5.0,5.0,5.0,27.0,26.0,5.0,5.0,1.0,5.0,3.0,7.0,50.0,40.0,7.0,7.0,71.0,73.0,5.0,4.0,7.0,6.0,3.0,6.0,2.0,7.0,4.0,7.0,4.0,7.0,5.0,6.0,4.0,6.0,4.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0
343fdcb2-0edf-4eda-938a-17bb3e937c18,5f26bac88dfa6b4245d86e2d,5dcfe5ec41fb3f0de0080f1a,0.336,0.334,0.341,0.512,0.095,0.065,0.276,0.239,5.0,5.0,5.0,5.0,26.0,27.0,5.0,5.0,5.0,1.0,7.0,3.0,40.0,50.0,7.0,7.0,73.0,71.0,4.0,5.0,6.0,7.0,6.0,3.0,7.0,2.0,7.0,4.0,7.0,4.0,6.0,5.0,6.0,4.0,7.0,4.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,6.0
ea4c6102-1123-41fc-b8ab-96f4295af3d0,5c102b9461df5c0001cb468b,5ee6511c69b98d0129d62f27,0.542,0.177,0.341,0.477,0.027,0.074,0.236,0.218,5.0,5.0,5.0,5.0,85.0,60.0,5.0,4.0,5.0,5.0,5.0,7.0,45.0,70.0,9.0,9.0,100.0,91.0,5.0,4.0,7.0,7.0,7.0,7.0,9.0,9.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,5.0,7.0,5.0,8.0,9.0,9.0,9.0,8.0
ea4c6102-1123-41fc-b8ab-96f4295af3d0,5ee6511c69b98d0129d62f27,5c102b9461df5c0001cb468b,0.177,0.542,0.477,0.341,0.074,0.027,0.218,0.236,5.0,5.0,5.0,5.0,60.0,85.0,4.0,5.0,5.0,5.0,7.0,5.0,70.0,45.0,9.0,9.0,91.0,100.0,4.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,3.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,5.0,8.0,5.0,9.0,9.0,8.0,9.0
e16062ab-1123-4127-8711-48bed3469446,5d4c7ac3e8ec490018b0050d,5f4828b6dbc4a22da4be4d72,0.313,0.397,0.324,0.354,0.051,0.034,0.243,0.213,5.0,7.0,5.0,4.0,25.0,27.0,4.0,5.0,4.0,5.0,3.0,2.0,60.0,28.0,6.0,8.0,55.0,86.0,6.0,1.0,5.0,6.0,5.0,6.0,3.0,3.0,4.0,8.0,5.0,7.0,4.0,8.0,3.0,6.0,5.0,9.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,3.0,5.0,4.0,3.0,7.0,5.0,7.0,7.0
e16062ab-1123-4127-8711-48bed3469446,5f4828b6dbc4a22da4be4d72,5d4c7ac3e8ec490018b0050d,0.397,0.313,0.354,0.324,0.034,0.051,0.213,0.243,7.0,5.0,4.0,5.0,27.0,25.0,5.0,4.0,5.0,4.0,2.0,3.0,28.0,60.0,8.0,6.0,86.0,55.0,1.0,6.0,6.0,5.0,6.0,5.0,3.0,3.0,8.0,4.0,7.0,5.0,8.0,4.0,6.0,3.0,9.0,5.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,3.0,4.0,5.0,7.0,7.0,7.0
8712e06c-82bc-46dc-ba0f-4181c1feaf48,5e3ac9d20d41ad2da023d9ae,5db2cfc2aa1295000aa719c1,0.44,0.327,0.274,0.163,0.044,0.063,0.208,0.176,7.0,6.0,5.0,4.0,27.0,26.0,4.0,5.0,7.0,6.0,6.0,2.0,40.0,40.0,6.0,8.0,70.0,55.0,7.0,3.0,5.0,6.0,5.0,6.0,5.0,9.0,4.0,4.0,5.0,2.0,6.0,2.0,4.0,3.0,3.0,5.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,5.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,4.0,9.0,6.0,4.0,6.0,4.0,7.0,8.0,7.0,8.0
8712e06c-82bc-46dc-ba0f-4181c1feaf48,5db2cfc2aa1295000aa719c1,5e3ac9d20d41ad2da023d9ae,0.327,0.44,0.163,0.274,0.063,0.044,0.176,0.208,6.0,7.0,4.0,5.0,26.0,27.0,5.0,4.0,6.0,7.0,2.0,6.0,40.0,40.0,8.0,6.0,55.0,70.0,3.0,7.0,6.0,5.0,6.0,5.0,9.0,5.0,4.0,4.0,2.0,5.0,2.0,6.0,3.0,4.0,5.0,3.0,7.0,5.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,4.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,4.0,6.0,4.0,6.0,8.0,7.0,8.0,7.0
7580acaa-c235-4550-90e3-db781f7787a4,5f4f880fe0a90c049c47adca,5bd8d97c26903900018579d3,0.333,0.493,0.176,0.127,0.018,0.022,0.224,0.113,1.0,8.0,9.0,3.0,34.0,26.0,3.0,5.0,1.0,4.0,7.0,2.0,60.0,35.0,1.0,5.0,1.0,70.0,9.0,6.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,6.0,5.0,6.0,4.0,6.0,1.0,4.0,6.0,6.0,7.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,4.0,9.0,4.0,7.0,8.0,3.0,8.0
7580acaa-c235-4550-90e3-db781f7787a4,5bd8d97c26903900018579d3,5f4f880fe0a90c049c47adca,0.493,0.333,0.127,0.176,0.022,0.018,0.113,0.224,8.0,1.0,3.0,9.0,26.0,34.0,5.0,3.0,4.0,1.0,2.0,7.0,35.0,60.0,5.0,1.0,70.0,1.0,6.0,9.0,4.0,1.0,4.0,3.0,4.0,4.0,6.0,1.0,6.0,5.0,6.0,4.0,4.0,1.0,6.0,6.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,9.0,8.0,7.0,8.0,3.0
d838bf8f-c9c3-4524-b126-68d4da70eb1b,5efc9e6602650605d21ca962,5f0e08d6cee7a90b940fb9ab,0.327,0.458,0.178,0.853,0.03,0.031,0.158,0.184,5.0,7.0,6.0,5.0,43.0,45.0,4.0,5.0,5.0,5.0,5.0,3.0,60.0,40.0,9.0,9.0,81.0,70.0,7.0,2.0,7.0,7.0,7.0,6.0,6.0,9.0,4.0,4.0,5.0,5.0,7.0,4.0,4.0,5.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,9.0,7.0,9.0,6.0,9.0,8.0,9.0,9.0
d838bf8f-c9c3-4524-b126-68d4da70eb1b,5f0e08d6cee7a90b940fb9ab,5efc9e6602650605d21ca962,0.458,0.327,0.853,0.178,0.031,0.03,0.184,0.158,7.0,5.0,5.0,6.0,45.0,43.0,5.0,4.0,5.0,5.0,3.0,5.0,40.0,60.0,9.0,9.0,70.0,81.0,2.0,7.0,7.0,7.0,6.0,7.0,9.0,6.0,4.0,4.0,5.0,5.0,4.0,7.0,5.0,4.0,4.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,6.0,7.0,9.0,6.0,9.0,8.0,9.0,9.0,9.0
edc258f2-820a-4ed7-8df9-e9868f514328,5eef7517c8692d20c3279493,5ee737e98452ec4c9cc1a1f0,0.323,0.333,0.373,0.359,0.035,0.036,0.356,0.212,5.0,6.0,5.0,5.0,25.0,27.0,4.0,4.0,5.0,5.0,3.0,8.0,55.0,40.0,4.0,8.0,30.0,85.0,5.0,3.0,5.0,7.0,3.0,6.0,4.0,7.0,1.0,4.0,1.0,5.0,1.0,6.0,3.0,5.0,5.0,4.0,7.0,6.0,7.0,6.0,6.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,4.0,6.0,4.0,5.0,7.0,7.0,7.0,8.0
edc258f2-820a-4ed7-8df9-e9868f514328,5ee737e98452ec4c9cc1a1f0,5eef7517c8692d20c3279493,0.333,0.323,0.359,0.373,0.036,0.035,0.212,0.356,6.0,5.0,5.0,5.0,27.0,25.0,4.0,4.0,5.0,5.0,8.0,3.0,40.0,55.0,8.0,4.0,85.0,30.0,3.0,5.0,7.0,5.0,6.0,3.0,7.0,4.0,4.0,1.0,5.0,1.0,6.0,1.0,5.0,3.0,4.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,7.0,6.0,7.0,6.0,6.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,4.0,5.0,4.0,7.0,7.0,8.0,7.0
cf0ecdfd-49e3-4dfc-bc7b-c055173945c3,5e9d549e36f025000a0ddc25,5bfd81fb2feab400014d9060,0.401,0.369,0.247,0.18,0.038,0.066,0.181,0.202,6.0,5.0,6.0,5.0,26.0,27.0,4.0,4.0,4.0,5.0,5.0,5.0,55.0,45.0,5.0,8.0,28.0,69.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,4.0,3.0,5.0,3.0,5.0,6.0,3.0,4.0,5.0,6.0,5.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,7.0,8.0,7.0,9.0,8.0,8.0,9.0,6.0,7.0,9.0,8.0,9.0,8.0,7.0,2.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0
cf0ecdfd-49e3-4dfc-bc7b-c055173945c3,5bfd81fb2feab400014d9060,5e9d549e36f025000a0ddc25,0.369,0.401,0.18,0.247,0.066,0.038,0.202,0.181,5.0,6.0,5.0,6.0,27.0,26.0,4.0,4.0,5.0,4.0,5.0,5.0,45.0,55.0,8.0,5.0,69.0,28.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,1.0,5.0,3.0,5.0,3.0,3.0,6.0,5.0,4.0,5.0,6.0,8.0,7.0,9.0,8.0,8.0,9.0,6.0,7.0,9.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,2.0,7.0,4.0,7.0,7.0,7.0,7.0
8b0ecdda-eb47-420e-8a79-a41e64a40b09,58cc6e1293dac30001d4abc6,5e7cb742d29f7530898fb99d,0.405,0.479,0.072,0.086,0.12,0.072,0.184,0.105,4.0,5.0,5.0,5.0,26.0,26.0,4.0,5.0,5.0,5.0,4.0,5.0,45.0,50.0,9.0,7.0,85.0,80.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,5.0,4.0,4.0,7.0,5.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,3.0,7.0,3.0,7.0,9.0,7.0,9.0,7.0
8b0ecdda-eb47-420e-8a79-a41e64a40b09,5e7cb742d29f7530898fb99d,58cc6e1293dac30001d4abc6,0.479,0.405,0.086,0.072,0.072,0.12,0.105,0.184,5.0,4.0,5.0,5.0,26.0,26.0,5.0,4.0,5.0,5.0,5.0,4.0,50.0,45.0,7.0,9.0,80.0,85.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,9.0,7.0,3.0,7.0,3.0,7.0,9.0,7.0,9.0
f35dd2f0-58b3-47fd-958a-7b2357b7be55,5ed1702b534bdc0c7d215298,5d84d74aba692b001d6708b3,0.437,0.417,0.12,0.152,0.055,0.156,0.134,0.145,7.0,7.0,4.0,5.0,30.0,30.0,6.0,4.0,6.0,5.0,3.0,8.0,40.0,45.0,7.0,8.0,91.0,100.0,7.0,8.0,6.0,7.0,6.0,4.0,6.0,6.0,8.0,5.0,3.0,5.0,2.0,8.0,5.0,3.0,4.0,2.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,7.0
f35dd2f0-58b3-47fd-958a-7b2357b7be55,5d84d74aba692b001d6708b3,5ed1702b534bdc0c7d215298,0.417,0.437,0.152,0.12,0.156,0.055,0.145,0.134,7.0,7.0,5.0,4.0,30.0,30.0,4.0,6.0,5.0,6.0,8.0,3.0,45.0,40.0,8.0,7.0,100.0,91.0,8.0,7.0,7.0,6.0,4.0,6.0,6.0,6.0,5.0,8.0,5.0,3.0,8.0,2.0,3.0,5.0,2.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0
fe48d51b-6cac-4667-afaf-dad93205ba33,5c43c90d5aca820001f73f6f,5f14c40b8a043d54837e0601,0.545,0.3,0.29,0.228,0.043,0.201,0.136,0.138,7.0,5.0,5.0,5.0,25.0,26.0,4.0,5.0,3.0,5.0,1.0,9.0,25.0,60.0,7.0,9.0,40.0,100.0,2.0,9.0,5.0,7.0,4.0,6.0,6.0,8.0,3.0,5.0,4.0,5.0,7.0,5.0,9.0,1.0,5.0,1.0,7.0,4.0,5.0,8.0,7.0,9.0,7.0,7.0,8.0,5.0,6.0,5.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,6.0,9.0,6.0,9.0,7.0,8.0
fe48d51b-6cac-4667-afaf-dad93205ba33,5f14c40b8a043d54837e0601,5c43c90d5aca820001f73f6f,0.3,0.545,0.228,0.29,0.201,0.043,0.138,0.136,5.0,7.0,5.0,5.0,26.0,25.0,5.0,4.0,5.0,3.0,9.0,1.0,60.0,25.0,9.0,7.0,100.0,40.0,9.0,2.0,7.0,5.0,6.0,4.0,8.0,6.0,5.0,3.0,5.0,4.0,5.0,7.0,1.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,4.0,5.0,8.0,7.0,9.0,7.0,7.0,8.0,5.0,6.0,5.0,7.0,9.0,6.0,9.0,6.0,9.0,6.0,8.0,7.0
e553ac35-19c2-49bd-9e0a-899f342ad824,5c114210280a8200019d7b1d,5eb35e715308a1157ae3b853,0.447,0.446,-0.012,0.12,0.048,0.035,0.105,0.123,5.0,6.0,5.0,5.0,27.0,27.0,3.0,5.0,5.0,5.0,5.0,3.0,50.0,40.0,8.0,6.0,80.0,49.0,5.0,4.0,6.0,5.0,6.0,4.0,6.0,5.0,1.0,6.0,2.0,6.0,5.0,3.0,5.0,4.0,5.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,9.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,5.0,6.0,5.0,5.0,7.0,6.0,7.0,6.0
e553ac35-19c2-49bd-9e0a-899f342ad824,5eb35e715308a1157ae3b853,5c114210280a8200019d7b1d,0.446,0.447,0.12,-0.012,0.035,0.048,0.123,0.105,6.0,5.0,5.0,5.0,27.0,27.0,5.0,3.0,5.0,5.0,3.0,5.0,40.0,50.0,6.0,8.0,49.0,80.0,4.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,1.0,6.0,2.0,3.0,5.0,4.0,5.0,3.0,5.0,9.0,8.0,9.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,7.0
f769b511-8208-45ad-a2a2-20fa5c55ab13,5d1aadf961a40900171f6931,5ed1e0f7ba6548028fc64722,0.429,0.332,0.089,0.512,0.034,0.071,0.273,0.137,7.0,6.0,5.0,5.0,35.0,30.0,5.0,5.0,5.0,5.0,2.0,5.0,35.0,50.0,9.0,8.0,100.0,85.0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,9.0,6.0,8.0,7.0,9.0,8.0
f769b511-8208-45ad-a2a2-20fa5c55ab13,5ed1e0f7ba6548028fc64722,5d1aadf961a40900171f6931,0.332,0.429,0.512,0.089,0.071,0.034,0.137,0.273,6.0,7.0,5.0,5.0,30.0,35.0,5.0,5.0,5.0,5.0,5.0,2.0,50.0,35.0,8.0,9.0,85.0,100.0,6.0,5.0,6.0,7.0,5.0,7.0,7.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,6.0,9.0,6.0,9.0,7.0,8.0,8.0,9.0
47e11fd0-9ceb-4ffa-ad74-0203e28427b3,5ef0d0a8074e4c413a113a68,5f1d266c6f7d7f62a219fade,0.247,0.412,0.631,0.71,0.034,0.023,0.245,0.225,5.0,6.0,5.0,4.0,30.0,29.0,5.0,5.0,5.0,5.0,2.0,2.0,60.0,25.0,9.0,9.0,85.0,98.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,3.0,5.0,1.0,5.0,9.0,3.0,3.0,2.0,5.0,6.0,9.0,8.0,9.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,6.0,5.0,4.0,6.0,7.0,7.0,9.0
47e11fd0-9ceb-4ffa-ad74-0203e28427b3,5f1d266c6f7d7f62a219fade,5ef0d0a8074e4c413a113a68,0.412,0.247,0.71,0.631,0.023,0.034,0.225,0.245,6.0,5.0,4.0,5.0,29.0,30.0,5.0,5.0,5.0,5.0,2.0,2.0,25.0,60.0,9.0,9.0,98.0,85.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,3.0,7.0,1.0,5.0,9.0,5.0,3.0,3.0,5.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,8.0,9.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,5.0,4.0,5.0,7.0,6.0,9.0,7.0
d565e7d1-2faa-49e9-bee6-a1b44d9e4712,5eefcccaf9461b13feb83c5e,5ec82c3f67c66a10c498ecf6,0.473,0.251,0.333,0.51,0.02,0.041,0.223,0.173,8.0,5.0,4.0,6.0,26.0,27.0,6.0,4.0,5.0,6.0,3.0,4.0,35.0,55.0,8.0,7.0,70.0,71.0,3.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,2.0,5.0,5.0,7.0,4.0,7.0,1.0,5.0,5.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,6.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,5.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0
d565e7d1-2faa-49e9-bee6-a1b44d9e4712,5ec82c3f67c66a10c498ecf6,5eefcccaf9461b13feb83c5e,0.251,0.473,0.51,0.333,0.041,0.02,0.173,0.223,5.0,8.0,6.0,4.0,27.0,26.0,4.0,6.0,6.0,5.0,4.0,3.0,55.0,35.0,7.0,8.0,71.0,70.0,5.0,3.0,6.0,6.0,5.0,6.0,7.0,6.0,2.0,5.0,5.0,5.0,4.0,7.0,1.0,7.0,5.0,5.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,7.0,7.0
13e15556-fa63-4315-a6ee-7b2c13156d1a,5eaf1a2c649fd108284c2b5f,5f55970526475e96dc125bd3,0.494,0.395,0.031,-0.078,0.029,0.074,0.088,0.195,5.0,5.0,6.0,6.0,32.0,32.0,4.0,5.0,3.0,5.0,5.0,6.0,60.0,55.0,7.0,8.0,75.0,85.0,3.0,5.0,6.0,7.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,3.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,4.0,6.0,4.0,6.0,8.0,7.0,8.0,8.0
13e15556-fa63-4315-a6ee-7b2c13156d1a,5f55970526475e96dc125bd3,5eaf1a2c649fd108284c2b5f,0.395,0.494,-0.078,0.031,0.074,0.029,0.195,0.088,5.0,5.0,6.0,6.0,32.0,32.0,5.0,4.0,5.0,3.0,6.0,5.0,55.0,60.0,8.0,7.0,85.0,75.0,5.0,3.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,9.0,6.0,4.0,6.0,4.0,7.0,8.0,8.0,8.0
cf9e134e-5240-4c95-b7da-7f9e0ad94a82,5ee1278f5e33964dcb11d20f,5ee9c0d2de277c3621bfb1c5,0.305,0.421,0.253,0.346,0.053,0.044,0.179,0.273,6.0,8.0,5.0,5.0,30.0,30.0,5.0,4.0,5.0,5.0,4.0,3.0,45.0,40.0,9.0,9.0,90.0,85.0,4.0,4.0,7.0,7.0,6.0,5.0,7.0,6.0,5.0,4.0,7.0,6.0,3.0,5.0,3.0,7.0,3.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,6.0,4.0,6.0,3.0,6.0,8.0,4.0,8.0,8.0
cf9e134e-5240-4c95-b7da-7f9e0ad94a82,5ee9c0d2de277c3621bfb1c5,5ee1278f5e33964dcb11d20f,0.421,0.305,0.346,0.253,0.044,0.053,0.273,0.179,8.0,6.0,5.0,5.0,30.0,30.0,4.0,5.0,5.0,5.0,3.0,4.0,40.0,45.0,9.0,9.0,85.0,90.0,4.0,4.0,7.0,7.0,5.0,6.0,6.0,7.0,4.0,5.0,6.0,7.0,5.0,3.0,7.0,3.0,7.0,3.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,6.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0,9.0,7.0,8.0,6.0,4.0,6.0,3.0,4.0,8.0,8.0,8.0
ee46e110-4a40-4fcd-ac56-467c1f8f1c97,5f5452df72345118f58d187b,5b5e7e643bac1d0001f9bf28,0.202,0.537,0.27,0.792,0.039,0.011,0.188,0.206,4.0,5.0,7.0,5.0,28.0,30.0,5.0,5.0,4.0,5.0,6.0,4.0,60.0,35.0,6.0,8.0,50.0,85.0,3.0,7.0,6.0,7.0,4.0,7.0,4.0,7.0,7.0,4.0,6.0,5.0,2.0,8.0,6.0,7.0,6.0,4.0,8.0,7.0,7.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,5.0,4.0,6.0,3.0,8.0,9.0,8.0,9.0
